mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
535.0873_2.9576,535.0873,2.9576,2463.72435,Cluster_499.1136_2.9516,499.1136_2.9516;535.0873_2.9576,2
392.1967_3.9776,392.1967,3.9776,1344.2841,392.1967_3.9776,392.1967_3.9776,1
721.2193_3.4054,721.2193,3.4054,1496.1441,Cluster_721.2193_3.4054,645.2015_3.4021;721.2193_3.4054,2
677.1939_3.3172,677.1939,3.3172,1488.46205,Cluster_677.1939_3.3172,599.1761_3.3265;609.2042_3.3205;677.1939_3.3172;917.2917_3.3152,4
340.1204_5.0008,340.1204,5.0008,272.80100000000004,340.1204_5.0008,340.1204_5.0008,1
394.2095_5.0486,394.2095,5.0486,2456.3291,394.2095_5.0486,394.2095_5.0486,1
514.0311_3.4496,514.0311,3.4496000000000002,7078.3784,Cluster_387.1678_3.4511,387.1678_3.4511;388.1709_3.4506;389.178_3.4469;487.0924_3.4506;488.0951_3.451;512.0324_3.4501;514.0311_3.4496;775.3402_3.4507;797.3217_3.4519;799.321_3.4546;813.2953_3.4597;828.2515_3.4512,12
681.1684_4.1602,681.1684,4.1602,668.48765,681.1684_4.1602,681.1684_4.1602,1
473.204_4.0586,473.204,4.0586,7275.4622,473.204_4.0586,473.204_4.0586,1
659.287_5.0717,659.287,5.0717,1972.72405,Cluster_659.287_5.0717,1065.512_5.0684;1227.5639_5.0776;659.287_5.0717,3
1430.6432_3.8352,1430.6432,3.8352,1406.7152999999998,Cluster_580.2617_3.8262,1430.6432_3.8352;580.2617_3.8262;581.2643_3.8239,3
725.2302_3.4451,725.2302,3.4451,2520.8351000000002,Cluster_373.0343_3.4355,373.0343_3.4355;725.2302_3.4451,2
900.4966_5.1514,900.4966,5.1514,2757.1508999999996,900.4966_5.1514,900.4966_5.1514,1
287.0571_4.8152,287.0571,4.8152,716.2954500000001,287.0571_4.8152,287.0571_4.8152,1
1115.1958_3.2347,1115.1958,3.2347,2594.94425,Cluster_353.0903_3.25,1083.2465_3.2356;1099.225_3.2344;1105.2399_3.2365;1115.1958_3.2347;1119.1979_3.2353;1136.1708_3.2348;191.0572_3.2348;353.0903_3.25;355.0971_3.2427;451.0632_3.2427;556.0899_3.2326;727.1507_3.2502;729.1665_3.2424;731.1657_3.2415;744.1298_3.2398;744.6308_3.2384;745.1413_3.2423;760.096_3.2433;760.5992_3.2356;932.6677_3.2369;933.1695_3.2354;948.1343_3.2359;948.6357_3.2351,23
565.1127_5.8823,565.1127,5.8823,273.27305,565.1127_5.8823,565.1127_5.8823,1
601.1744_3.3362,601.1744,3.3362,890.8851999999999,601.1744_3.3362,601.1744_3.3362,1
725.2662_3.5881,725.2662,3.5881,1167.01355,725.2662_3.5881,725.2662_3.5881,1
633.1437_3.7218,633.1437,3.7218,280.32215,Cluster_433.1159_3.7243,433.1159_3.7243;631.145_3.7208;633.1437_3.7218;713.1029_3.723,4
404.1925_3.8653,404.1925,3.8653,1636.64255,404.1925_3.8653,404.1925_3.8653,1
741.261_3.4487,741.261,3.4487,773.76565,741.261_3.4487,741.261_3.4487,1
1250.502_5.3171,1250.502,5.3171,281.8204,Cluster_1197.5905_5.3188,1197.5905_5.3188;1233.5661_5.3187;1250.502_5.3171;1265.5775_5.3157;1315.5257_5.3174;621.2981_5.3153;644.2996_5.3189,7
574.1406_2.7758,574.1406,2.7758,275.80325,574.1406_2.7758,574.1406_2.7758,1
147.0666_2.692,147.0666,2.692,139427.1172,147.0666_2.692,147.0666_2.692,1
739.2467_3.5885,739.2467,3.5885,1232.6664500000002,Cluster_763.2434_3.5828,707.1832_3.5725;739.2467_3.5885;763.2434_3.5828;794.1727_3.5822,4
659.799_3.7757,659.799,3.7757,2051.9572,Cluster_1226.5801_3.7801,1226.5801_3.7801;1279.4919_3.7813;1294.567_3.7831;1295.57_3.7881;630.7781_3.775;635.7922_3.7723;636.2936_3.7738;636.796_3.7744;653.7806_3.7743;654.2815_3.7718;654.7814_3.774;658.7952_3.7722;659.2968_3.7726;659.799_3.7757;660.3005_3.7778;685.2556_3.7678,16
644.2996_5.3189,644.2996,5.3189,694.0152,Cluster_1197.5905_5.3188,1197.5905_5.3188;1233.5661_5.3187;1250.502_5.3171;1265.5775_5.3157;1315.5257_5.3174;621.2981_5.3153;644.2996_5.3189,7
878.3135_4.522,878.3135,4.522,6474.3992,Cluster_875.3129_4.5228,875.3129_4.5228;878.3135_4.522;902.3293_4.5228,3
373.0875_1.6407,373.0875,1.6407,1403.8745,373.0875_1.6407,373.0875_1.6407,1
645.2015_3.4021,645.2015,3.4021,859.3443,Cluster_721.2193_3.4054,645.2015_3.4021;721.2193_3.4054,2
559.226_2.8852,559.226,2.8852,273.87255,Cluster_605.2308_2.9013,559.226_2.8852;605.2308_2.9013,2
523.2189_3.992,523.2189,3.992,2648.7508500000004,Cluster_523.2189_3.992,523.2189_3.992;559.1953_3.9887,2
406.1722_2.6084,406.1722,2.6084,1870.61485,406.1722_2.6084,406.1722_2.6084,1
601.1352_4.5177,601.1352,4.5177,704.58745,Cluster_565.1595_4.513,565.1595_4.513;601.1352_4.5177,2
781.8391_3.6208,781.8391,3.6208,281.36865,781.8391_3.6208,781.8391_3.6208,1
1478.6786_4.2452,1478.6786,4.2452,284.45425,Cluster_209.0828_4.2492,1478.6786_4.2452;209.0828_4.2492,2
889.1345_3.1518,889.1345,3.1518,2514.48365,Cluster_771.2008_3.1523,771.2008_3.1523;807.1757_3.1527;839.1864_3.1528;870.1185_3.1535;889.1345_3.1518,5
1037.3641_4.3007,1037.3641,4.3007,2079.9255000000003,Cluster_1001.3879_4.2993,1001.3879_4.2993;1037.3641_4.3007;779.3153_4.3018,3
371.1338_3.7977,371.1338,3.7977,2168.4008,371.1338_3.7977,371.1338_3.7977,1
935.4122_3.4461,935.4122,3.4461,4825.185100000001,935.4122_3.4461,935.4122_3.4461,1
1099.225_3.2344,1099.225,3.2344,2573.8844,Cluster_353.0903_3.25,1083.2465_3.2356;1099.225_3.2344;1105.2399_3.2365;1115.1958_3.2347;1119.1979_3.2353;1136.1708_3.2348;191.0572_3.2348;353.0903_3.25;355.0971_3.2427;451.0632_3.2427;556.0899_3.2326;727.1507_3.2502;729.1665_3.2424;731.1657_3.2415;744.1298_3.2398;744.6308_3.2384;745.1413_3.2423;760.096_3.2433;760.5992_3.2356;932.6677_3.2369;933.1695_3.2354;948.1343_3.2359;948.6357_3.2351,23
663.1559_3.7455,663.1559,3.7455,714.1461,Cluster_595.1687_3.7529,595.1687_3.7529;663.1559_3.7455,2
683.225_0.7194,683.225,0.7194,4425.9717,Cluster_683.225_0.7194,1208.4061_0.7265;683.225_0.7194,2
579.1936_2.9666,579.1936,2.9666,1925.0444499999999,579.1936_2.9666,579.1936_2.9666,1
651.1674_2.9222,651.1674,2.9222,9007.820800000001,Cluster_629.185_2.9192,629.185_2.9192;651.1674_2.9222,2
1331.5854_3.8591,1331.5854,3.8591,1628.4189999999999,Cluster_1314.5987_3.8587,1268.5928_3.8592;1304.5686_3.8591;1305.5707_3.8586;1306.5689_3.8592;1307.5714_3.8595;1312.5783_3.8626;1314.5987_3.8587;1315.6001_3.8586;1316.6027_3.8585;1331.5854_3.8591;1336.5779_3.8583;1337.5806_3.8579;1382.5834_3.8589;1386.5271_3.8584;656.7978_3.858;679.8006_3.8584,16
581.2643_3.8239,581.2643,3.8239,2718.9187,Cluster_580.2617_3.8262,1430.6432_3.8352;580.2617_3.8262;581.2643_3.8239,3
685.2708_3.6967,685.2708,3.6967,1057.3178,685.2708_3.6967,685.2708_3.6967,1
347.0946_3.1441,347.0946,3.1441,1716.3614499999999,347.0946_3.1441,347.0946_3.1441,1
417.1345_2.7137,417.1345,2.7137,4841.2414499999995,Cluster_415.1381_2.7152,415.1381_2.7152;417.1345_2.7137;425.1675_2.7119;545.162_2.7065,4
497.0773_4.0115,497.0773,4.0115,787.0683,497.0773_4.0115,497.0773_4.0115,1
451.1056_2.5626,451.1056,2.5626,1080.551,451.1056_2.5626,451.1056_2.5626,1
779.3153_4.3018,779.3153,4.3018,2782.5831,Cluster_1001.3879_4.2993,1001.3879_4.2993;1037.3641_4.3007;779.3153_4.3018,3
1268.5898_3.8585,1268.5898,3.8585,43012.4121,1268.5898_3.8585,1268.5898_3.8585,1
1247.5448_4.9513,1247.5448,4.9513,1784.47015,Cluster_1211.5698_4.9506,1211.5698_4.9506;1247.5448_4.9513;1264.4816_4.9512;1279.556_4.9508;1329.5048_4.9508;628.2862_4.9514,6
869.3423_3.1376,869.3423,3.1376,3345.6333,Cluster_403.1622_3.1401,403.1622_3.1401;471.151_3.1399;472.1551_3.1376;869.3423_3.1376,4
539.1565_3.2725,539.1565,3.2725,5394.7275,539.1565_3.2725,539.1565_3.2725,1
1047.5029_5.0726,1047.5029,5.0726,1660.3445,1047.5029_5.0726,1047.5029_5.0726,1
917.2917_3.3152,917.2917,3.3152,274.90639999999996,Cluster_677.1939_3.3172,599.1761_3.3265;609.2042_3.3205;677.1939_3.3172;917.2917_3.3152,4
587.1969_4.4471,587.1969,4.4471,1257.99695,587.1969_4.4471,587.1969_4.4471,1
503.1775_3.4273,503.1775,3.4273,1185.6664,503.1775_3.4273,503.1775_3.4273,1
699.2348_2.3776,699.2348,2.3776,2500.2632000000003,Cluster_867.2782_2.373,606.2041_2.3814;699.2348_2.3776;867.2782_2.373;920.1893_2.3732,4
727.1505_3.572,727.1505,3.572,1254.6823,Cluster_353.0895_3.571,191.0565_3.5844;351.0739_3.5718;353.0895_3.571;369.0844_3.5708;407.008_3.5706;441.9779_3.5715;452.0058_3.5712;453.0134_3.5711;727.1505_3.572;729.1651_3.5712,10
541.1154_5.8808,541.1154,5.8808,273.87255,Cluster_271.0627_5.8816,119.0474_5.882;151.003_5.8849;271.0627_5.8816;329.0193_5.8877;339.0492_5.8822;370.9894_5.8864;415.9839_5.8818;433.9958_5.8827;461.9905_5.8821;541.1154_5.8808;626.0529_5.8814;660.058_5.8814;688.0525_5.8824;904.0862_5.8814,14
719.2323_3.7925,719.2323,3.7925,1186.5099,Cluster_683.2561_3.7834,683.2561_3.7834;684.2588_3.7835;719.2323_3.7925;721.2326_3.7842,4
501.218_3.507,501.218,3.507,2587.0692,501.218_3.507,501.218_3.507,1
904.0862_5.8814,904.0862,5.8814,273.87255,Cluster_271.0627_5.8816,119.0474_5.882;151.003_5.8849;271.0627_5.8816;329.0193_5.8877;339.0492_5.8822;370.9894_5.8864;415.9839_5.8818;433.9958_5.8827;461.9905_5.8821;541.1154_5.8808;626.0529_5.8814;660.058_5.8814;688.0525_5.8824;904.0862_5.8814,14
713.265_3.851,713.265,3.851,1194.0085,713.265_3.851,713.265_3.851,1
537.1246_3.1772,537.1246,3.1772,3683.7446499999996,Cluster_515.1422_3.177,515.1422_3.177;537.1246_3.1772,2
1315.5257_5.3174,1315.5257,5.3174,272.80100000000004,Cluster_1197.5905_5.3188,1197.5905_5.3188;1233.5661_5.3187;1250.502_5.3171;1265.5775_5.3157;1315.5257_5.3174;621.2981_5.3153;644.2996_5.3189,7
359.1355_3.4274,359.1355,3.4274,10234.5581,Cluster_313.1303_3.4304,313.1303_3.4304;359.1355_3.4274,2
551.1182_2.713,551.1182,2.713,866.97645,551.1182_2.713,551.1182_2.713,1
268.1678_2.3935,268.1678,2.3935,1338.5212000000001,Cluster_304.1457_2.3901,268.1678_2.3935;304.1457_2.3901,2
1195.5346_5.1257,1195.5346,5.1257,3111.33825,Cluster_1083.5504_5.1244,1083.5504_5.1244;1144.5366_5.1251;1195.5346_5.1257,3
711.179_4.1865,711.179,4.1865,274.62665000000004,711.179_4.1865,711.179_4.1865,1
625.1423_3.1524,625.1423,3.1524,1073.3267,625.1423_3.1524,625.1423_3.1524,1
464.2145_3.5568,464.2145,3.5568,2917.10855,464.2145_3.5568,464.2145_3.5568,1
863.3911_4.6256,863.3911,4.6256,1225.767,863.3911_4.6256,863.3911_4.6256,1
451.2189_4.6482,451.2189,4.6482,2896.38685,451.2189_4.6482,451.2189_4.6482,1
581.2261_4.0207,581.2261,4.0207,1270.1163999999999,Cluster_551.2148_4.0111,551.2148_4.0111;581.2261_4.0207,2
386.101_2.4942,386.101,2.4942,3052.1865500000004,386.101_2.4942,386.101_2.4942,1
1359.6408_5.037,1359.6408,5.037,1688.2691,1359.6408_5.037,1359.6408_5.037,1
693.1317_3.7175,693.1317,3.7175,272.7418,Cluster_625.1427_3.7204,625.1427_3.7204;693.1317_3.7175,2
555.276_5.485,555.276,5.485,2603.0526,555.276_5.485,555.276_5.485,1
499.1136_2.9516,499.1136,2.9516,2805.7025000000003,Cluster_499.1136_2.9516,499.1136_2.9516;535.0873_2.9576,2
589.1921_4.4384,589.1921,4.4384,1310.5525,Cluster_521.2047_4.4395,521.2047_4.4395;557.1806_4.442;559.1815_4.4442;589.1921_4.4384,4
744.6308_3.2384,744.6308,3.2384,4165.72315,Cluster_353.0903_3.25,1083.2465_3.2356;1099.225_3.2344;1105.2399_3.2365;1115.1958_3.2347;1119.1979_3.2353;1136.1708_3.2348;191.0572_3.2348;353.0903_3.25;355.0971_3.2427;451.0632_3.2427;556.0899_3.2326;727.1507_3.2502;729.1665_3.2424;731.1657_3.2415;744.1298_3.2398;744.6308_3.2384;745.1413_3.2423;760.096_3.2433;760.5992_3.2356;932.6677_3.2369;933.1695_3.2354;948.1343_3.2359;948.6357_3.2351,23
598.2721_3.1601,598.2721,3.1601,1952.5107,598.2721_3.1601,598.2721_3.1601,1
659.2213_3.3528,659.2213,3.3528,983.6789,659.2213_3.3528,659.2213_3.3528,1
513.1691_3.1351,513.1691,3.1351,5370.6110499999995,513.1691_3.1351,513.1691_3.1351,1
1274.557_4.2974,1274.557,4.2974,892.76315,Cluster_1238.58_4.2982,1238.58_4.2982;1274.557_4.2974,2
479.1612_4.9142,479.1612,4.9142,782.6007500000001,Cluster_479.1612_4.9142,479.1612_4.9142;959.3557_4.9209,2
543.1853_3.7113,543.1853,3.7113,2438.5402999999997,Cluster_633.2407_3.717,543.1853_3.7113;633.2407_3.717,2
543.1539_4.581,543.1539,4.581,3311.64565,Cluster_444.237_4.5825,398.2307_4.5834;434.2082_4.5822;436.206_4.5828;444.237_4.5825;461.2278_4.5854;498.1569_4.5828;512.2234_4.5829;512.2235_4.5829;543.1539_4.581,9
583.2389_4.1376,583.2389,4.1376,853.03765,583.2389_4.1376,583.2389_4.1376,1
411.177_3.8454,411.177,3.8454,2295.5996999999998,411.177_3.8454,411.177_3.8454,1
892.2471_4.5212,892.2471,4.5212,4829.4529,Cluster_839.337_4.5217,779.3151_4.5218;839.337_4.5217;861.3169_4.5224;892.2471_4.5212,4
648.1792_2.2794,648.1792,2.2794,3105.27145,648.1792_2.2794,648.1792_2.2794,1
721.1667_3.2441,721.1667,3.2441,3256.5703,Cluster_707.1856_3.251,1114.1917_3.2352;703.1535_3.2457;705.1698_3.2412;707.1856_3.251;709.1926_3.2434;721.1667_3.2441;723.1791_3.2484,7
664.7946_4.2957,664.7946,4.2957,1163.62565,664.7946_4.2957,664.7946_4.2957,1
1687.8049_3.8611,1687.8049,3.8611,274.18854999999996,1687.8049_3.8611,1687.8049_3.8611,1
714.8215_3.8457,714.8215,3.8457,1106.2757499999998,714.8215_3.8457,714.8215_3.8457,1
469.092_4.9825,469.092,4.9825,1264.2049499999998,Cluster_433.1155_4.9821,271.0626_4.9967;433.1155_4.9821;469.092_4.9825;496.1107_4.9908;533.0405_4.9886;551.0502_4.9873,6
523.1395_2.7488,523.1395,2.7488,1166.84865,Cluster_496.1243_2.7583,178.0516_2.7602;460.1466_2.7586;496.1243_2.7583;498.1225_2.7574;523.1395_2.7488,5
496.1113_4.6403,496.11130000000003,4.6403,906.396,Cluster_433.1156_4.641,271.0626_4.6359;433.1156_4.641;469.0947_4.6419;471.0909_4.6384;496.1113_4.6403;532.032_4.6428;533.0393_4.6383;547.1079_4.638,8
1215.5991_4.6266,1215.5991,4.6266,2027.0277,1215.5991_4.6266,1215.5991_4.6266,1
547.1079_4.638,547.1079,4.638,999.5731499999999,Cluster_433.1156_4.641,271.0626_4.6359;433.1156_4.641;469.0947_4.6419;471.0909_4.6384;496.1113_4.6403;532.032_4.6428;533.0393_4.6383;547.1079_4.638,8
791.1807_3.3599,791.1807,3.3599,1532.93775,Cluster_755.2053_3.361,593.1533_3.3623;609.1482_3.3634;755.2053_3.361;791.1807_3.3599;793.1798_3.3607;808.1156_3.3622;818.1999_3.3669;823.1918_3.3647;855.1305_3.3639;873.1398_3.3621,10
387.0967_2.8809,387.0967,2.8809,2163.7380000000003,387.0967_2.8809,387.0967_2.8809,1
387.1289_2.6047,387.1289,2.6047,1346.0718,387.1289_2.6047,387.1289_2.6047,1
622.2515_5.2783,622.2515,5.2783,2094.8704,622.2515_5.2783,622.2515_5.2783,1
287.0576_3.4723,287.0576,3.4723,1011.729,Cluster_512.1099_3.4696,287.0576_3.4723;512.1099_3.4696,2
693.1865_2.3982,693.1865,2.3982,1592.5949,Cluster_625.1982_2.4064,625.1982_2.4064;693.1865_2.3982,2
1498.63_4.1395,1498.63,4.1395,1042.10725,Cluster_1430.6445_4.14,1430.6445_4.14;1466.6203_4.1399;1483.5565_4.1371;1498.63_4.1395;714.8211_4.1408;737.8242_4.1396;760.8269_4.138,7
861.3172_4.7409,861.3172,4.7409,3367.02695,Cluster_839.3355_4.7395,839.3355_4.7395;840.3386_4.7404;861.3172_4.7409,3
487.1991_4.5981,487.1991,4.5981,3477.82045,487.1991_4.5981,487.1991_4.5981,1
419.1262_2.5484,419.1262,2.5484,13978.246599999999,Cluster_419.1262_2.5484,419.1238_2.5479;419.1262_2.5484,2
1345.6265_4.4341,1345.6265,4.4341,4053.17235,1345.6265_4.4341,1345.6265_4.4341,1
677.1934_2.9513,677.1934,2.9513,2787.5549499999997,677.1934_2.9513,677.1934_2.9513,1
603.1542_2.4486,603.1542,2.4486,1913.66445,Cluster_611.1831_2.4453,565.1792_2.4475;601.1562_2.4498;603.1542_2.4486;611.1831_2.4453;679.1725_2.4427,5
449.1118_2.9875,449.1118,2.9875,1380.1617999999999,449.1118_2.9875,449.1118_2.9875,1
870.1185_3.1535,870.1185,3.1535,2368.66455,Cluster_771.2008_3.1523,771.2008_3.1523;807.1757_3.1527;839.1864_3.1528;870.1185_3.1535;889.1345_3.1518,5
373.1094_2.4734,373.1094,2.4734,4497.67015,373.1094_2.4734,373.1094_2.4734,1
691.2056_3.6238,691.2056,3.6238,1223.11915,Cluster_623.2197_3.6209,577.2143_3.6135;613.1916_3.6335;623.2197_3.6209;691.2056_3.6238,4
634.1997_3.4113,634.1997,3.4113,1762.9553,Cluster_588.1952_3.412,588.1952_3.412;634.1997_3.4113,2
530.0269_2.9549,530.0269,2.9549,1783.6134,Cluster_492.0522_2.9532,492.0522_2.9532;530.0269_2.9549,2
615.2524_3.6844,615.2524,3.6844,273.27305,615.2524_3.6844,615.2524_3.6844,1
597.2412_4.0185,597.2412,4.0185,285.90025,Cluster_641.2303_4.014,597.2412_4.0185;641.2303_4.014,2
1227.5987_5.2294,1227.5987,5.2294,3032.833,Cluster_1227.5987_5.2294,1227.5987_5.2294;1228.6018_5.2292;613.2993_5.2318,3
554.2031_2.9411,554.2031,2.9411,3598.34205,554.2031_2.9411,554.2031_2.9411,1
855.3297_4.1663,855.3297,4.1663,2565.2672000000002,855.3297_4.1663,855.3297_4.1663,1
1046.5533_5.3664,1046.5533,5.3664,3241.6427000000003,Cluster_1092.558_5.3667,1046.5533_5.3664;1092.558_5.3667;1093.5619_5.3668,3
775.2301_2.3776,775.2301,2.3776,2344.8136,775.2301_2.3776,775.2301_2.3776,1
794.1727_3.5822,794.1727,3.5822,1466.9983,Cluster_763.2434_3.5828,707.1832_3.5725;739.2467_3.5885;763.2434_3.5828;794.1727_3.5822,4
275.0196_0.7275,275.0196,0.7275,24711.26175,Cluster_275.0195_0.7252,275.0195_0.7252;275.0196_0.7275,2
375.0828_3.5007,375.0828,3.5007,1459.0047,375.0828_3.5007,375.0828_3.5007,1
921.36_5.007,921.36,5.007,1790.4452999999999,921.36_5.007,921.36_5.007,1
657.2231_3.4983,657.2231,3.4983,277.6997,Cluster_589.2358_3.4973,543.2303_3.5043;589.2358_3.4973;657.2231_3.4983,3
756.3239_5.8562,756.3239,5.8562,1036.76595,756.3239_5.8562,756.3239_5.8562,1
373.1183_2.3116,373.1183,2.3116,1474.19355,373.1183_2.3116,373.1183_2.3116,1
1558.6814_4.3547,1558.6814,4.3547,286.29465,Cluster_1558.6814_4.3547,1558.6814_4.3547;1580.6624_4.3562,2
439.0872_3.96,439.0872,3.96,1043.5623500000002,Cluster_371.1001_3.9578,371.1001_3.9578;439.0872_3.96,2
555.1661_4.6132,555.1661,4.6132,3060.0175499999996,555.1661_4.6132,555.1661_4.6132,1
565.1587_4.8684,565.1587,4.8684,275.80325,565.1587_4.8684,565.1587_4.8684,1
1146.5315_4.64,1146.5315,4.64,11987.15525,Cluster_1154.5617_4.6386,1108.5558_4.6387;1144.5315_4.6395;1145.534_4.6397;1146.5315_4.64;1154.5617_4.6386;1171.5495_4.6376;1176.5416_4.6393;1207.4741_4.6387;1208.4773_4.6369;1222.5468_4.6396;1226.4902_4.6344,11
290.0303_3.5611,290.0303,3.5611,1437.69825,290.0303_3.5611,290.0303_3.5611,1
439.0871_3.6309,439.0871,3.6309,945.93845,Cluster_371.1006_3.633,371.1006_3.633;371.101_3.633;439.0871_3.6309,3
1329.5697_4.186,1329.5697,4.186,1332.09265,1329.5697_4.186,1329.5697_4.186,1
1252.5956_4.6816,1252.5956,4.6816,709.6315999999999,Cluster_1252.5956_4.6816,1252.5956_4.6816;1288.5731_4.6701;1298.6009_4.6803,3
843.3136_4.5206,843.3136,4.5206,2696.0182,Cluster_939.2607_4.5209,843.3136_4.5206;939.2607_4.5209,2
593.1742_2.3786,593.1742,2.3786,904.93415,593.1742_2.3786,593.1742_2.3786,1
565.214_2.9905,565.214,2.9905,1865.9635,565.214_2.9905,565.214_2.9905,1
652.2979_4.5684,652.2979,4.5684,1896.5756999999999,Cluster_1213.585_4.5683,1213.585_4.5683;629.296_4.5703;652.2979_4.5684,3
653.7806_3.7743,653.7806,3.7743,1042.3931,Cluster_1226.5801_3.7801,1226.5801_3.7801;1279.4919_3.7813;1294.567_3.7831;1295.57_3.7881;630.7781_3.775;635.7922_3.7723;636.2936_3.7738;636.796_3.7744;653.7806_3.7743;654.2815_3.7718;654.7814_3.774;658.7952_3.7722;659.2968_3.7726;659.799_3.7757;660.3005_3.7778;685.2556_3.7678,16
473.1329_2.6329,473.1329,2.6329,1828.6203,Cluster_473.1329_2.6329,473.1329_2.6329;509.1107_2.6266,2
1483.5565_4.1371,1483.5565,4.1371,1009.06845,Cluster_1430.6445_4.14,1430.6445_4.14;1466.6203_4.1399;1483.5565_4.1371;1498.63_4.1395;714.8211_4.1408;737.8242_4.1396;760.8269_4.138,7
144.067_2.5132,144.067,2.5132,3027.18275,144.067_2.5132,144.067_2.5132,1
1284.5881_4.4855,1284.5881,4.4855,804.5836999999999,1284.5881_4.4855,1284.5881_4.4855,1
696.8245_4.9314,696.8245,4.9314,2614.4457,Cluster_1347.641_4.9326,1347.641_4.9326;1348.6416_4.9315;1369.6203_4.9329;1383.6159_4.9389;1384.6162_4.936;1385.6154_4.9331;1400.5503_4.9357;1401.559_4.9461;1405.5912_4.9367;1415.6272_4.9308;1465.5734_4.9354;696.3208_4.9351;696.8245_4.9314;714.3105_4.9432;719.324_4.937;719.8269_4.9336,16
1229.6144_5.304,1229.6144,5.304,2048.5096,Cluster_637.3116_5.3045,1229.6144_5.304;637.3116_5.3045,2
587.235_3.9006,587.235,3.9006,5186.8017500000005,587.235_3.9006,587.235_3.9006,1
939.2607_4.5209,939.2607,4.5209,2921.0023499999998,Cluster_939.2607_4.5209,843.3136_4.5206;939.2607_4.5209,2
460.2196_4.1788,460.2196,4.1788,1682.8526000000002,460.2196_4.1788,460.2196_4.1788,1
553.16_3.8483,553.16,3.8483,1743.8043499999999,553.16_3.8483,553.16_3.8483,1
364.1265_2.7452,364.1265,2.7452,2764.38315,364.1265_2.7452,364.1265_2.7452,1
532.032_4.6428,532.032,4.6428,715.80845,Cluster_433.1156_4.641,271.0626_4.6359;433.1156_4.641;469.0947_4.6419;471.0909_4.6384;496.1113_4.6403;532.032_4.6428;533.0393_4.6383;547.1079_4.638,8
760.5992_3.2356,760.5992,3.2356,1984.6784499999999,Cluster_353.0903_3.25,1083.2465_3.2356;1099.225_3.2344;1105.2399_3.2365;1115.1958_3.2347;1119.1979_3.2353;1136.1708_3.2348;191.0572_3.2348;353.0903_3.25;355.0971_3.2427;451.0632_3.2427;556.0899_3.2326;727.1507_3.2502;729.1665_3.2424;731.1657_3.2415;744.1298_3.2398;744.6308_3.2384;745.1413_3.2423;760.096_3.2433;760.5992_3.2356;932.6677_3.2369;933.1695_3.2354;948.1343_3.2359;948.6357_3.2351,23
559.1953_3.9887,559.1953,3.9887,922.0980999999999,Cluster_523.2189_3.992,523.2189_3.992;559.1953_3.9887,2
551.0502_4.9873,551.0502,4.9873,880.2446,Cluster_433.1155_4.9821,271.0626_4.9967;433.1155_4.9821;469.092_4.9825;496.1107_4.9908;533.0405_4.9886;551.0502_4.9873,6
1083.2465_3.2356,1083.2465,3.2356,1064.6965,Cluster_353.0903_3.25,1083.2465_3.2356;1099.225_3.2344;1105.2399_3.2365;1115.1958_3.2347;1119.1979_3.2353;1136.1708_3.2348;191.0572_3.2348;353.0903_3.25;355.0971_3.2427;451.0632_3.2427;556.0899_3.2326;727.1507_3.2502;729.1665_3.2424;731.1657_3.2415;744.1298_3.2398;744.6308_3.2384;745.1413_3.2423;760.096_3.2433;760.5992_3.2356;932.6677_3.2369;933.1695_3.2354;948.1343_3.2359;948.6357_3.2351,23
1065.512_5.0684,1065.512,5.0684,964.91515,Cluster_659.287_5.0717,1065.512_5.0684;1227.5639_5.0776;659.287_5.0717,3
643.2279_4.4655,643.2279,4.4655,1447.4009999999998,Cluster_421.1518_4.457,421.1518_4.457;643.2279_4.4655,2
811.3002_3.4986,811.3002,3.4986,1819.75935,811.3002_3.4986,811.3002_3.4986,1
1282.6054_4.5149,1282.6054,4.5149,930.9708,Cluster_1282.6054_4.5149,1282.6054_4.5149;1318.5833_4.5137;1328.6105_4.5138;686.8079_4.5138,4
1194.5892_3.9424,1194.5892,3.9424,272.55920000000003,Cluster_1240.5948_3.9424,1194.5892_3.9424;1240.5948_3.9424,2
507.2811_4.5613,507.2811,4.5613,1826.8271,507.2811_4.5613,507.2811_4.5613,1
1225.5502_5.3971,1225.5502,5.3971,1202.2327,1225.5502_5.3971,1225.5502_5.3971,1
1119.1979_3.2353,1119.1979,3.2353,1256.42885,Cluster_353.0903_3.25,1083.2465_3.2356;1099.225_3.2344;1105.2399_3.2365;1115.1958_3.2347;1119.1979_3.2353;1136.1708_3.2348;191.0572_3.2348;353.0903_3.25;355.0971_3.2427;451.0632_3.2427;556.0899_3.2326;727.1507_3.2502;729.1665_3.2424;731.1657_3.2415;744.1298_3.2398;744.6308_3.2384;745.1413_3.2423;760.096_3.2433;760.5992_3.2356;932.6677_3.2369;933.1695_3.2354;948.1343_3.2359;948.6357_3.2351,23
1179.5135_5.1187,1179.5135,5.1187,3022.8575499999997,Cluster_1081.5465_5.1244,1063.5328_5.1294;1081.5465_5.1244;1082.5477_5.1242;1084.5531_5.1258;1105.5034_5.1247;1117.5211_5.1254;1121.524_5.1246;1149.5307_5.1252;1179.5135_5.1187;1181.4715_5.1189;1199.4785_5.1254;540.2706_5.126;558.2593_5.1263;563.2743_5.1256;581.2621_5.1271;586.2761_5.1264,16
